naptanId,commonName,latitude,longitud
490008498W,Iron Bridge,51.50962,-0.35728
490014614E10,Whitgift Centre,51.3761,-0.0984
490013183E2,Teignmouth Gardens,51.53389,-0.32805
490012241J,Southall Broadway / St Georges Avenue,51.51147,-0.37795
490013655P,Norwood Road / Robson Road,51.43408,-0.10385
490015502N,Marylebone Station,51.52153,-0.16037
490007960P,Haymarket / Charles Il Street,51.50898,-0.1321
490003494E,Avenue Road,51.41156,-0.05477
490008117E,Hewens Road,51.52704,-0.43911
490006728N,Falkland Road,51.58621,-0.10064
490007293N,Goodrich Road,51.452,-0.07151
490011659G,Romford Market,51.58059,0.1831
490010321M,Northborough Road,51.40358,-0.13632
490009054E,Leckwith Avenue,51.47729,0.13327
490009158E,Burdett Road,51.51166,-0.02722
490015450N,Tibbet's Corner,51.44924,-0.22313
490004143N,Bond Street,51.51301,-0.30655
490012917D,Strawberry Vale,51.43922,-0.33368
490009459E,Shirland Road / Fernhead Road,51.52851,-0.20087
490005870F,Anerley Hill / Crystal Palace,51.41977,-0.07759
490015404E,Marcilly Road,51.45972,-0.17922
490013035N,Surbiton Road / Penrhyn Road,51.40124,-0.30402
490012819E,St Neot's Road,51.60388,0.23701
490011293S,Pymers Mead,51.44365,-0.09457
490012345W2,Camden Park Road / Cliff Villas,51.54635,-0.12786
490011923N,Sandy Lane South,51.35888,-0.13792
490008298R,Holloway Road,51.55652,-0.11575
490009277S,London Hilton Hotel,51.50574,-0.15124
490012589N,Staples Corner,51.57033,-0.23349
490010806N,Parkside,51.42812,-0.35501
490012948N,St Stephens Gardens,51.51798,-0.19594
490010121N,Munday Road / Royal Victoria,51.51044,0.01827
490003264E,The Anchor,51.44526,0.13306
490023076W,St Giles High Street,51.5156,-0.12734
490013654S,Thurloe Gardens,51.57142,0.18476
490014182W,Bishopsford Road,51.39427,-0.17471
490000805Z,Leamouth Road,51.50981,0.0003
490007705K,Hammersmith,51.492304,-0.223619
490007797W,Haringey Civic Centre,51.59998,-0.11143
490005965S,Darling Row,51.52138,-0.05587
490012131W,Shrewsbury Road,51.54835,0.0398
490015508E2,Stepney Green,51.52114,-0.04924
490010234C,New Malden High Street,51.40063,-0.25573
490012948S,St Stephens Gardens,51.51798,-0.19594
490010369H,North Finchley High Road,51.61243,-0.17487
490005380N,Clayton Avenue,51.54465,-0.29701
490011788W,Rumbold Road,51.47853,-0.18864
490009157N,Green Wrythe Lane,51.38945,-0.18
490009854E,Middleton Avenue,51.42021,0.11469
490006473N,Elgin Avenue / Chippenham Road,51.52505,-0.19806
490009668N,Lea Bridge Road,51.57115,-0.02619
490006266EC,Dunton Road,51.48886,-0.07735
490007549W2,Grosvenor Road,51.50954,-0.32942
490011029E,Pitshanger Library,51.52613,-0.31386
490011743HD,Rowley Gardens,51.57298,-0.0974
490012604BL,St Asaph Road,51.46413,-0.04384
490008352N,Horniman Park,51.43999,-0.06383
490011684N,Rosebery Road,51.59848,-0.13829
490013766K,Charing Cross,51.507819,-0.126137
490003584O,Bannockburn Road,51.48719,0.0932
490009764N,Meadowcroft Road,51.62482,-0.10095
490014700W,Kensal Green Cemetery,51.52832,-0.21726
490004911E1,Cedars Avenue,51.40233,-0.15476
490003191F,Aldwych / Kingsway,51.51314,-0.11795
490003965W,Beverley Road,51.55268,0.13674
490004737R,Kensal House,51.52554,-0.21487
490005571W,Coombe Hill School,51.41499,-0.2675
490003820W,Beechway,51.44806,0.12278
490012055S,Sheffield Terrace,51.50687,-0.19452
490003306W,Seven Sisters Road / Amhurst Park,51.57355,-0.08741
490009160W,Limehouse Town Hall,51.51223,-0.031
490010727W,Palace Court,51.50999,-0.19137
490013679J,Times Square,51.36374,-0.1919
490012664S,Haverstock Hill / Steele's Village,51.54644,-0.1572
490004187N,Boundary Road,51.5382,-0.18501
490012055N,Sheffield Terrace,51.50687,-0.19452
490011657N1,Cedar Road,51.5853,0.17281
490013186T,Telford Avenue,51.44298,-0.12502
490005831N,Crowfoot Close,51.54905,-0.02854
490013040F,Surrey Quays Leisure Park,51.49521,-0.04555
490011457E,Raynes Park Methodist Church,51.41063,-0.22874
490003717W,New Close,51.43105,-0.38866
490004315BK,Bricklayer's Arms,51.49337,-0.08402
490015465D,Notting Hill Gate Stn  / Hillgate St,51.50865,-0.19836
490014689E,The Oaks,51.54247,-0.23423
490007806W,Harleyford Road / Durham Street,51.48492,-0.11914
490007705J,Hammersmith,51.492304,-0.223619
490012176W,Nene Road,51.48132,-0.44824
490014840S,Wood End Lane,51.5508,-0.36153
490004646S,Bushey Road / Collingwood Road,51.36872,-0.19996
490009073W,Lee Valley Riding Centre,51.5646,-0.04016
490009153E,Lilford Road,51.46873,-0.09828
490012010E,Millfields Road / Clapton Park,51.55722,-0.04508
490015150W,Bromley Road / Lewisham Town Hall,51.44339,-0.0203
490007821S,Harmondsworth Lane,51.48994,-0.45711
490013262S,Queen Mary Avenue,51.39231,-0.22328
490012772W,St Margaret's Church / Brandram Road,51.46302,-5e-05
490012979N,Sudbury Court Road,51.56364,-0.32101
490012606S,Station Approach,51.39705,0.11287
490019703E,Aldwych / Drury Lane,51.51278,-0.11831
490013408N,Park View Road,51.5891,-0.06583
490015473E,Westbourne Terrace,51.51978,-0.18624
490014269E,Water Lane / University of East London,51.54266,0.00861
490014249S,Warton Road,51.53584,-0.00458
490003208S,Alexandra Grove,51.568,-0.09975
490015617W,Millfield Theatre & Arts Centre,51.61663,-0.08026
490009550N,Manordene Road,51.50951,0.12451
490008421S,Humber Road,51.56638,-0.22604
490015829S,Grove Lane / Champion Park,51.46792,-0.08628
490005464W,Coldharbour Lane,51.47148,-0.09308
490005910A,Curtain Road,51.52486,-0.08042
490004791S,Carlisle Road,51.59589,-0.2617
490009951N,Rochford Way,51.39006,-0.13207
490011243W,Pritchards Road,51.53171,-0.062
490007880S,Harvey Road,51.58396,-0.11641
490009060A,Lee Green,51.4561,0.01259
490011217N,Princess May Road,51.55284,-0.075
490010468H10,Nutwell Street,51.42587,-0.16993
490009277B,London Hilton Hotel,51.50574,-0.15124
490011538W,Reverdy Road,51.49269,-0.06952
490009689S,Marquis of Granby,51.47579,-0.03532
490015346N,Rockmount Road,51.4198,-0.08781
490006757E,Farnborough Park,51.36863,0.04928
490006380E,East Street,51.48694,-0.09523
490005583E,Copland Avenue,51.55158,-0.30752
490008378W,Horse Leaze,51.51183,0.0671
490007904J,Great South West Road,51.46601,-0.42162
490010944S,Perivale Lane,51.533,-0.32985
490007032S,Friern Road,51.45739,-0.06467
490005157E,Lechmere Approach,51.59333,0.03957
490004714E,Camden High Street,51.53651,-0.14057
490012681N,Rosemont Road,51.50975,-0.27279
490012433S,St Ann's Road,51.57775,-0.07302
490010723N,Page Street,51.49381,-0.12913
490009185E,Linkfield Road,51.47533,-0.33432
490016645W,Park View Road / Crook Log,51.4598,0.12315
490012460N,St Stephen's Church,51.45336,-0.31346
490013388M,The Green,51.5029,-0.38101
490007054S,Fulham Road,51.47211,-0.21152
490004724N,Hayes Road / Cameron Road,51.39717,0.01473
490012768H,St Luke's Avenue,51.46323,-0.13385
490002122Z,Park Road / Ivor Place,51.52509,-0.16033
490007308N,Gordon House Road,51.55589,-0.14844
490004709W,Cambridge Road,51.42728,-0.32871
490015052N,Hilldrop Road,51.55095,-0.12654
490014978E1,Wyndcliff Road,51.47939,0.02541
490018845N,St Loys Road,51.59207,-0.06998
490005816N2,Cross Street,51.53821,-0.09938
490004718W,Camden Road,51.54736,-0.12978
490006379BN,Old Kent Road / East Street,51.49146,-0.0823
490004186N,Lordship Lane,51.59761,-0.09492
490008473N,St George's Road / Imperial War Museum,51.49679,-0.10653
490009083E,Lenham Road,51.47823,0.13668
490011596E,Riverdale Road,51.44467,0.13493
490007441F,Ruislip Road East,51.52798,-0.35175
490014229J,Warner Road,51.47432,-0.09407
490005297E,Church Road,51.50882,-0.33369
490012961S,Lyncroft Gardens,51.55468,-0.19185
490006380F,East Street,51.48694,-0.09523
490007964H,Hay's Galleria,51.50515,-0.0841
4900008396,Hounslow Heath / the Hussar,51.46322,-0.3881
490010357F,North End Road,51.49478,-0.21239
490006587E,Enfield Town / Church Street,51.65221,-0.08306
490011880E,Saltram Crescent,51.52809,-0.19876
490007474N,Green Lane Post Office,51.40977,-0.10711
490008391X,Bell Corner / Hounslow Civic Centre,51.46856,-0.36692
490008829S,Kingston University / County Hall,51.40434,-0.30414
490015114E,Stratford Centre,51.54126,0.00262
490005054N,Chaucer Road / Effra Parade,51.45527,-0.11027
490013077E,Marlborough Road,51.49088,-0.27032
490013254I,Fairlawn Avenue,51.58971,-0.16316
490013945W,Upper Shirley Road,51.37375,-0.05526
490007708XA,Hammersmith Library,51.4943,-0.22386
490001281D,Streatham Hill Stn  / Streatham Hill,51.43941,-0.12626
490006190BK,Avignon Road / Drakefell Road,51.46579,-0.04389
490004531E,Brunswick Quay,51.49545,-0.04329
490008275K,Holborn Circus,51.51753,-0.10651
490004438W,Acton Vale / Bromyard Avenue,51.50679,-0.25241
490009277Y,London Hilton Hotel,51.50574,-0.15124
490015365C,Kingsbury Circle,51.58559,-0.28237
490011187S,Primrose Street,51.51978,-0.07897
490004695N,Cambridge Circus,51.51341,-0.12921
490014625A,Whittington Hospital / Magdala Avenue,51.56719,-0.13789
490004401N,Jubilee Primary School,51.45133,-0.11324
490004991N,Charing Cross Hospital,51.48711,-0.22153
490012782E,St Mary's & St Michael's Church,51.51418,-0.05234
490009155S,Lillie Road,51.48267,-0.2192
490009568E,Manor Park,51.45872,-0.00162
490013580M,Half Acre Road,51.50829,-0.34113
490012634E,St Barnabas Church,51.52648,-0.30899
490013254J,Fairlawn Avenue,51.58971,-0.16316
490012461S,Alice Lane,51.53462,-0.03376
490009239K,Lockmead Road,51.46282,-0.0084
490006450N,Hillyfield Primary School,51.59166,-0.0329
490007982S,Heatham House,51.45179,-0.33361
490011673E,Rookery Road,51.46118,-0.14454
490011243E,Pritchards Road,51.53171,-0.062
490000254H,Waterloo,51.504269,-0.113356
490003087W2,Acton Street,51.52761,-0.11872
490015124Z,Bread Street,51.51419,-0.09505
490007545W,Grosvenor Gardens,51.5897,-0.13819
490011287E,Putney Leisure Centre,51.46329,-0.22876
490006209N,Du Cane Court,51.44104,-0.155
490007051N,Fulham High Street,51.471,-0.2111
490003174S,Aldenham Street,51.53199,-0.13576
490012534N,Torridon Road / St Andrews Church,51.44206,-0.00263
490014573N,Whitchurch Lane,51.61018,-0.27848
490014195M,Wandsworth Town Hall,51.45764,-0.18992
490013739FA,Tottenham Town Hall,51.58793,-0.07066
490011150W,Pound Court Drive,51.373,0.08054
490009424E2,Morden Park Baptist Church,51.39039,-0.22208
490010524S,Battersea Arts Centre,51.46465,-0.16141
490008830N,Kingston University / County Hall,51.40327,-0.30451
490012462S,St Thomas's Square,51.54247,-0.05519
490013483S,Brentwood Road,51.5708,0.18569
490009072W,Lee Valley Ice Centre,51.56295,-0.04372
490015078L,Finsbury Park,51.564778,-0.105876
490013900N,Underhill Road,51.45389,-0.06976
490013767W,Northumberland Avenue / Trafalgar Square,51.50764,-0.12954
490003990P,Bickley Street,51.42605,-0.16575
490002391MB,Magellan Boulevard,51.50706,0.07566
490014874J,Wood Lane,51.47624,-0.33116
490014934E,Woolwich,51.49119,0.07072
490011244J,Procter Street,51.51832,-0.11916
490007145N,Askew Road Library / Gayford Road,51.50364,-0.24338
490011137E1,Portobello Road,51.51687,-0.20502
490002033Z,East India DLR Station,51.509359,-0.002326
490011463S,Cray Road / Foots Cray High Street,51.41798,0.11752
490007057H,Fulham Town Hall,51.47925,-0.19453
490003064E1,Acacia Road,51.42588,-0.37256
490014446I,Westway,51.51374,-0.24988
490006059W,Dersingham Avenue,51.55528,0.06203
490011925W,Stafford Road / Sandy Lane South,51.35974,-0.1371
490008037X,Heaton Road,51.46746,-0.06679
490015585E,Belmont Road,51.54787,-0.47832
490005696N,Cranbrook Road,51.47109,-0.02214
490007952E,Hayes Police Station,51.52536,-0.43408
490009928W,Milner Road,51.39562,-0.17907
490008296H,Seven Sisters Road / Nags Head,51.55857,-0.11828
490009810M,Mercury Gardens,51.57935,0.18496
490010012E,Moorfields Eye Hospital,51.52822,-0.08881
490006981W,Artillery Place / Frances Street,51.48739,0.05766
490011757L,The Royal Courts of Justice,51.51331,-0.11417
490014229H,Warner Road,51.47432,-0.09407
490008908S,Lakedale Road,51.48784,0.09045
490000038J,Canada Square South / Canary Wharf Stn,51.50448,-0.01879
490007420M,Great Western Road,51.51837,-0.19905
490006389W,Covelees Wall,51.51209,0.06474
490004837W,Castellan Avenue,51.58962,0.20829
490006286N,Eagle Road,51.54654,-0.29743
490009431H7,Caldecot Road,51.47022,-0.09522
490000173N,Margaret Street / Oxford Circus,51.51694,-0.14276
490011609S,Robinhood Lane,51.40249,-0.14018
490009332H9,Longley Road,51.42436,-0.17148
490000148T,Gracechurch Street / Monument Station,51.5114,-0.08562
490008676W,Wick Road / Kenworthy Road,51.54513,-0.03653
490008976W,Larden Road,51.50661,-0.25406
490003027N,Belsize Road,51.5402,-0.1879
490003948W,Bethel Road,51.46036,0.12013
490003604S,Pioneer Point,51.55699,0.07059
490014539W,Westwood Road,51.56565,0.10549
490003392W1,Arterberry Road,51.41211,-0.22443
490004097W,Blendon / Penhill Road,51.44787,0.11774
490003764W,Becontree Heath Leisure Centre,51.56096,0.15174
490008599E,Jutsums Lane,51.57432,0.15892
490006799S,Tottenham Lane Y M C A,51.58214,-0.11959
490011557W,Richmond Circus,51.46507,-0.29786
490009373S1,Loughborough Road,51.46958,-0.11261
490015419G,Penge / Pawleyne Arms,51.41331,-0.05235
490009465W,Lyndhurst Avenue,51.51049,-0.36139
490010173S,Nelson Road,51.4575,-0.37214
490015338N,Hermitage Road,51.42164,-0.09139
490010834N,Clare Road,51.54451,-0.23654
490010245N,Newport Road,51.48033,-0.45958
490010418E,Northview Drive,51.59247,0.04293
490013657S,Croxted Road / Thurlow Park Road,51.44157,-0.09309
490003166W,Albion Road,51.41356,-0.27319
490006902S,Ford Lane,51.53374,0.19211
490003269N,Alpha Close,51.52756,-0.16467
490015210E,Eynsham Drive / Harrow Manor Way,51.49631,0.11978
490014496M,Westminster Cathedral / Victoria Stn,51.4966,-0.1411
490014410E,Westbury Avenue / Lordship Lane,51.59825,-0.09373
490016266N,Shoreditch High St / Bethnal Green Road,51.52432,-0.07734
490010753W,Park Avenue,51.60036,-0.11486
490012733W,St John's Church,51.61348,-0.1559
490003615S,Barking Tesco,51.53709,0.07099
490011786S,Ruislip Road,51.53163,-0.3664
490012755W,St Katharine Cree,51.51333,-0.07887
490012648L,Coborn Road,51.52639,-0.0292
490008603W,Katherine Road,51.54777,0.03658
490006767W,St Dunstans College,51.44273,-0.03004
490018832E,Altab Ali Park,51.5167,-0.06852
490010801G,Brettenham Road,51.61787,-0.06316
490005781S,Walthamstow / Crooked Billet Roundabout,51.5996,-0.01591
490009924S,Millwall Park,51.48822,-0.01335
490012356S,Southwark Street,51.50455,-0.09561
490004972S,Champion Grove,51.46624,-0.0853
490011306W,Warner Place,51.53131,-0.06499
490009137K,Leyton Library,51.55913,-0.00779
490012693N1,St George's Circus,51.49884,-0.10393
490010325N,North Cheam Sports Club,51.37487,-0.22422
490005830E,Crowborough Road,51.42267,-0.15835
490012276E,South Ealing Road,51.49818,-0.30656
490005974N,Glenhurst Avenue / Lissenden Gardens,51.55748,-0.14744
490013561W,The Squirrels,51.46286,-0.00436
490009543W,Manfred Road,51.45769,-0.20624
490007051S,Fulham High Street / New Kings Road,51.47023,-0.2104
490014985S,Annesley Avenue,51.59362,-0.25907
490005810E,Cross Lane,51.44331,0.13984
490011663E,Romford Stadium,51.57451,0.16358
490006507Y,Bromley High Street / the Mall,51.40184,0.01625
490007760J,Hanwell Broadway,51.50883,-0.33518
490013150E,Tamworth Park,51.40045,-0.14982
490013605N,Mosaic & the Woodlands,51.61936,-0.31354
490011288E,Putney Methodist Church,51.46266,-0.22224
490015389W,Moorland Road,51.46332,-0.1067
490000286Z,Nelson's Row,51.46262,-0.13565
490006632W,Erwood Road,51.48512,0.04953
490006299A,Ealing Road,51.55222,-0.30076
490012540N,St Andrews Road,51.59392,-0.03486
490005227X,Ealing / Christchurch,51.51313,-0.30588
490014420V,West Croydon,51.378786,-0.101939
490012943N,St Saviour's Church,51.57364,-0.02862
490008082HE,Endymion Road,51.57597,-0.09845
490005432S1,Clissold Crescent,51.5565,-0.08409
490004436C,Victoria and Albert Museum,51.49623,-0.17088
490013297N1,Chippenham Road / Shirland Road,51.52744,-0.19715
490010455SG,Nugent Retail Park,51.39304,0.11154
490008033N,Heathway,51.55801,0.14724
490015379S,Larcom Street,51.49171,-0.09166
490015244M,Kennington Park,51.48375,-0.11083
490013297S2,Chippenham Road / Shirland Road,51.52744,-0.19715
490006096S,Gladstone Park Gardens,51.56361,-0.22262
490011182N,Priestley Way,51.57293,-0.23513
490004557M,Buckingham Road,51.56052,-0.00966
490008924W,Lampmead Road,51.45704,0.00919
490014061N,Victoria Road,51.60063,-0.13427
490009843G,Clapham Junction Station  / Falcon Road,51.46581,-0.1689
490004315BP,Bricklayer's Arms,51.49337,-0.08402
490010067S,Mottingham Road / Court Road,51.43665,0.04444
490013443N,The Latchmere,51.47241,-0.16416
490013172D,Elmfield Avenue,51.42713,-0.33212
490009137J,Leyton Library,51.55913,-0.00779
490011386W,Hallsville Primary School,51.51211,0.01701
490014169E,Wolsey Avenue,51.58983,-0.0274
490013716N2,Torriano Primary School,51.54894,-0.13212
490006625S,Ernest Avenue,51.43039,-0.10171
490010662E,Oswald Street,51.55799,-0.04091
490014501M,Westmoreland Road,51.48493,-0.09367
490013159E,Tarnworth Road,51.60379,0.24255
490004810RJ,Conduit Street / Hamleys Toy Store,51.51237,-0.14017
490013958F,Upton Park / Boleyn,51.5309,0.03762
490005788N,Crofton Lane / Crofton Road,51.37418,0.07562
490002429NB,East Bank,51.54192,-0.01276
490011516Y,Regent Street / St James's,51.50894,-0.13423
490015275W,Brixton Water Lane,51.45518,-0.11257
490005450S,Clydesdale Road,51.56732,0.1867
490008948N1,Langley Avenue,51.37586,-0.22261
490015078M,Finsbury Park,51.564778,-0.105876
490007050S,Munster Road / Fulham Cross,51.48213,-0.21347
490005918W,Dacre Park,51.45862,0.00525
490004687S,Denmark Hill / Camberwell Green,51.47322,-0.09305
490014215N,Stratford High St Stn  / Carpenters Rd,51.53689,-0.00366
490003622W,Barnabas Road,51.5453,-0.04062
490005214S,Chobham Road,51.54945,-0.0037
490015196OF,Oxford Circus Station  / John Lewis,51.51499,-0.14475
490007473E,Green Lane,51.43056,-0.39014
490013170S,Tavistock Square,51.52401,-0.1273
490015361E,Lower Downs Road,51.4136,-0.222
490008547F,Fulham Broadway,51.48022,-0.19844
490006987M,Francis Grove,51.4212,-0.20962
490013830E,Aragon School,51.389,-0.21786
4900R0049J,Abbots Lane,51.50418,-0.08188
490003275E,Alscot Road,51.49368,-0.07436
490012796S2,Southfield Gardens,51.43512,-0.33733
490011937J,East Acton Lane / Old Oak Road,51.5134,-0.24845
490014501J,Westmoreland Road,51.48493,-0.09367
490004679X,Caledonian Road,51.55541,-0.11867
490004038R,Bisham Gardens,51.57032,-0.14596
490010782N,Parklands School,51.58823,0.1717
490007873E,Turnpike Way,51.47703,-0.32854
490010685E,Oxford Road,51.42802,-0.34985
490013965E,University of Cumbria In London,51.51122,-0.02425
490006904W,Ford Road,51.53223,-0.03348
490003307P,Amhurst Road,51.55602,-0.07465
490011531N,Cowbridge Road,51.58887,-0.28378
490007614N,Hillmarton Road,51.55328,-0.12404
490007611W,"Guy, Earl of Warwick",51.46137,0.1154
490005853E,Croydon Bowling Club,51.363,-0.10338
490003216S,Alexandra Road,51.53051,0.19068
490005755E,Cresswell Road,51.45611,-0.30919
490009571A,Tavistock Road,51.53713,-0.24627
490009704D,Martins Corner / Valence Avenue,51.55174,0.12924
490009058N,Poplar Close,51.55029,-0.03041
490000804Z,Baffin Way,51.50689,-0.00697
490012398W,Springfield Road,51.51523,-0.39745
490009488N,Lyon Park Avenue,51.54865,-0.2978
490014004Y,Valmar Road,51.47163,-0.09361
490004506W,Brownhill Road,51.44446,-0.00221
490010596E,Onega Gate,51.49671,-0.03933
490004295Y,Brent Green,51.58416,-0.22
490013561E,The Squirrels,51.46286,-0.00436
490004257E,Brandram Road,51.4585,0.00117
490011448S,Pitfield Street,51.52589,-0.08311
490007946E,Hayes End,51.52468,-0.4307
490005088S,Fairfield Road,51.37167,-0.08687
490010277W,Nightingale Road,51.6023,-0.12013
490015029P,The Green School,51.47798,-0.32518
490007012N,Barkingside Police Station,51.58886,0.08115
490004555P,Buckingham Palace Rd / Bressenden Place,51.49733,-0.14439
490004036W,Myrtle Close,51.47042,0.17816
490011239S,Priory Road,51.38296,-0.11654
490012680S,Stewart Close,51.42852,-0.38551
490009322B,Long Lane,51.60414,-0.18947
490003282S,Alvanley Gardens,51.55262,-0.1875
490006004HD,Deansbrook Road,51.60772,-0.2756
490003898S,Bennett Road,51.51941,0.03204
490013328W,The Drive,51.39691,-0.18301
490010778A,Parkhurst Road,51.44286,0.14318
490009219W,Little Ilford Lane,51.55447,0.05937
490005626N,Costons Lane,51.53092,-0.3503
490007672N,Hall Drive,51.51914,-0.33855
490011365G,Westbourne Grove / Queensway,51.51566,-0.18916
490013226N,Hill Close,51.6209,-0.31637
490012175S,Sipson Close,51.48806,-0.45603
490007576S,Grove Road,51.57758,-0.01637
490011846W,Sacred Heart School,51.47565,-0.09716
490013918N,Upland Road,51.45751,-0.06725
490012099E2,Trinity School,51.37596,-0.06214
490007024Q,Friendly Street,51.47276,-0.02332
490006299B,Ealing Road,51.55222,-0.30076
490011197N,Prince Of Wales Drive,51.47438,-0.16637
490015281U,Dormer's Wells Lane,51.51108,-0.36468
490000011D,Baker Street Station,51.52242,-0.15628
490011158W,Powis Gardens,51.51755,-0.2023
490014742X,Wimbledon Theatre,51.4192,-0.19978
490015700C,British Library,51.52903,-0.12661
490012783W,St Mary Axe,51.51351,-0.08275
490004733B,Canada Water,51.498053,-0.049667
490005133W,Chester Road,51.56496,0.10235
490007316S,Gorringe Park Avenue,51.41732,-0.162
490003353E,Arbour Square,51.51349,-0.04796
490010190N,Southmere Lake,51.49783,0.12103
490013850RR,Chiswick Lane,51.49274,-0.25348
490006879F,Florence Road,51.47524,-0.0284
490006264S,Dunstans Road,51.45422,-0.0628
490006266EB,Dunton Road,51.48886,-0.07735
490004124W,Blythe Vale,51.44229,-0.03409
490015021G,Dorset Street,51.51882,-0.15843
490014902N,William Ellis School,51.55955,-0.14943
490011876W,Salter's Hill,51.42281,-0.09377
490004060W,Blackfen School For Girls,51.44877,0.11457
490004303S,Brettenham Road,51.5977,-0.01506
490016408W,Shoreditch Town Hall,51.52729,-0.07964
490014731E,Wimbledon Bus Station,51.4188,-0.20333
490013539E,The Roundway / West Arm,51.59792,-0.09124
490003686S,Battersea Dogs & Cats Home,51.4782,-0.14504
490000139A,London Bridge,51.505881,-0.086807
490009896G,Millfields Road,51.55497,-0.05451
490003935N,Bertie Road,51.54652,-0.23876
490012580N,St Anthony's Hospital,51.37793,-0.22071
490012952N,St Thomas Drive,51.37494,0.07623
490011448Z,Ravey Street,51.52542,-0.08248
490013899N,Underhill Road / Melford Road,51.44394,-0.0661
490011628E,Woodford / Roding Lane North,51.591,0.04729
490012612C,Station Road,51.63126,-0.09604
490012454W,St Michael & St Martin Church,51.46885,-0.373
490007927M,Hawley Road,51.54212,-0.14205
490009076F,Leigham Court Road,51.43749,-0.1272
490015275N2,Brixton Water Lane,51.45518,-0.11257
490007760E1,Hanwell Broadway,51.50883,-0.33518
490012563SH,Stanley Way,51.39041,0.11041
490005678N,Covent Garden Market East Side,51.48234,-0.12751
490015157T,Putney Bridge Stn  / Gonville Street,51.46781,-0.21179
490006094S,Champion Hill,51.46525,-0.08449
490012148E,Sidmouth Road,51.54658,-0.21862
490008859N,Kitto Road,51.4675,-0.04405
490004628JA,Putney Arts Theatre,51.46137,-0.21924
490003524N,Aylesbury Street,51.56214,-0.25727
490011286M,Putney Exchange,51.46272,-0.21612
490010816N,London Central Mosque,51.52925,-0.16701
490007312W,Gordon Road,51.55895,0.08599
490014613W,Whitfield Road,51.53702,0.03874
490000241O,Coleraine Road,51.59151,-0.10471
490007702Y,Hammersmith Broadway,51.49218,-0.22558
490013470W,Burgess Street,51.51814,-0.02525
490008367J,Hornsey Road,51.55981,-0.11595
490004471A,Brook Road,51.39755,-0.10277
490013959E,Upton Park / Priory Road,51.53072,0.04127
490013401W,The Grove,51.62203,-0.27007
490000144R,Marble Arch Station  / Park Lane,51.51231,-0.15774
490008574P,The Woolwich Centre,51.48918,0.06435
490003047W,Abbott Road,51.51281,-0.00104
490011547E,Richards Avenue,51.57437,0.17002
490005481CE,Colindale Avenue,51.59152,-0.25685
490008591N,Julien Road,51.49777,-0.31322
490003557S,Balfour Street,51.49138,-0.08982
490003762E,Morris Road,51.55921,0.14785
490004488W,Broomfield Park,51.61968,-0.11562
490008709S,Keir Hardie Recreation Ground,51.51242,0.01457
490006319E,Eastbourne Road,51.42152,-0.15507
490011858N,Salamanca Street,51.49128,-0.12226
490015033S,Cricklewood Bus Garage,51.56217,-0.22101
490008645Y,Kennington Road,51.48485,-0.10929
490006398J,Bethnal Grn Rd / Shoreditch High St Stn,51.52372,-0.07654
490011158E,Powis Gardens,51.51755,-0.2023
490004592W,Burges Road,51.53576,0.06748
490007754E,Hannell Road,51.48159,-0.21181
490006296W,Ealing Police Station,51.51228,-0.31068
490004354N,Swinton Street,51.52925,-0.12012
490010216S,Newham Leisure Centre,51.51844,0.03222
490007615G,H M Prison Pentonville,51.54609,-0.11803
490010064S,Mottingham / Prince of Wales,51.43389,0.04748
490011065W2,Hope Street / Plantation Wharf Pier,51.46608,-0.17917
490004355N,Cargo Centre,51.45867,-0.46026
490008751E,King George's Field,51.38762,-0.21463
490009693S,Marshalsea Road,51.50273,-0.09715
490012378W,Spencer Hill,51.41867,-0.21343
490005186N2,Chippenham Gardens,51.52827,-0.1965
490012843W,St Olave's Road,51.53394,0.06368
490009932W,Milton Road,51.35936,-0.14132
490013060Q,Sutton Station  / the Quadrant,51.35904,-0.19088
490009531E,Malt Street,51.48539,-0.06963
490008947S,Langland Gardens,51.55151,-0.18501
490004916W,Cemetery Lane,51.48291,0.04674
490007341W,Regents Canal,51.52435,-0.03709
490013580N,Half Acre Road,51.50829,-0.34113
490013573X,Tower of London,51.50958,-0.07561
490011237N,Priory Road,51.54113,-0.19086
490014075E,Charlton Road / Victoria Way,51.47981,0.03296
490015851T,Rio Cinema,51.5501,-0.07511
490014448S,Western Road,51.57683,0.18316
490004257W,Brandram Road,51.4585,0.00117
490009239L,Lockmead Road,51.46282,-0.0084
490008287E,Holland Road,51.49697,-0.2052
490010204H,New Cross Bus Garage,51.4744,-0.04419
490009786W,Medway Road,51.53181,-0.03583
490009007W,Lavender Hill Police Station,51.46421,-0.16459
490004071BD,Bartholomew Street,51.49527,-0.08654
490000144A,Marble Arch / Bayswater Road,51.51312,-0.16224
490012303W,South Grove,51.57117,-0.14857
490003518S,Avon Road,51.52902,-0.36751
490003003N,Stoke Newington Town Hall,51.56118,-0.08293
490010513E,Bancroft Road / Ocean Estate,51.52223,-0.04475
490009286S,London Road / Figge's Marsh,51.41504,-0.16183
490019793S,Stratford,51.541508,-0.00241
490009477N,Lynmouth Road,51.56776,-0.07294
490010730N,Palace Road,51.58356,-0.12387
490010906L,Green Lane / Raleigh Road,51.41432,-0.05104
490014186W,Wandsworth Bridge Road,51.47549,-0.19434
490003043W,Abbots Gardens,51.58919,-0.16985
490003762C,Morris Road,51.55921,0.14785
490008744X,King Fahad Academy,51.51266,-0.25112
